801, 432, 1
877, 476, 1
998, 520, 1
1089, 551, 1
1176, 582, 1
1285, 616, 1
1381, 653, 1
1497, 666, 1
1620, 689, 1
1733, 710, 1
1880, 733, 1
2005, 741, 1
2061, 771, 1
2193, 808, 1
2276, 802, 1
2347, 830, 1
2452, 859, 1
2450, 891, 1
2471, 926, 1
2540, 981, 1
2521, 997, 1
2431, 991, 1
2421, 1001, 1
2442, 1020, 1
2425, 1040, 1
2427, 1061, 1
2257, 1116, 1
2220, 1160, 1
2225, 1219, 1
2011, 1330, 1
1815, 1374, 1
1747, 1419, 1
1643, 1449, 1
1431, 1538, 1
1244, 1621, 1
1086, 1725, 1
1016, 1812, 1
824, 1895, 1
681, 1998, 1
603, 2051, 1
506, 2153, 1
409, 2277, 1
360, 2355, 1
278, 2491, 1
188, 2646, 1
150, 2767, 1
132, 2952, 1
108, 3114, 1
98, 3298, 1
72, 3507, 1
57, 3738, 1
42, 3914, 1
33, 4189, 1
33, 4430, 1
26, 4659, 1
21, 4868, 1
16, 5109, 1
15, 5331, 1
15, 5548, 1
11, 5773, 1
5, 5989, 1
4, 6134, 1
1, 6382, 1
1, 6568, 1
1, 6692, 1
0, 6808, 1
0, 6995, 1
0, 7171, 1
0, 7293, 1
0, 7463, 1
0, 7606, 1
0, 7637, 1
0, 7622, 1
0, 7603, 1
0, 7501, 1
0, 7580, 1
0, 7638, 1
0, 7560, 1
0, 7496, 1
0, 7376, 1
0, 7329, 1
0, 7136, 1
0, 7068, 1
0, 6963, 1
0, 6841, 1
0, 6704, 1
0, 6499, 1
0, 6322, 1
0, 6224, 1
0, 6076, 1
0, 5885, 1
0, 5693, 1
0, 5564, 1
0, 5296, 1
0, 5146, 1
0, 5023, 1
0, 4766, 1
0, 4593, 1
0, 4447, 1
0, 4283, 1
0, 4086, 1
0, 3947, 1
0, 3698, 1
0, 3541, 1
0, 3323, 1
0, 3187, 1
0, 3030, 1
0, 2887, 1
0, 2719, 1
0, 2554, 1
0, 2479, 1
0, 2306, 1
0, 2126, 1
0, 1947, 1
0, 1816, 1
0, 1707, 1
0, 1618, 1
0, 1530, 1
0, 1432, 1
0, 1326, 1
0, 1238, 1
0, 1145, 1
0, 1050, 1
0, 997, 1
0, 944, 1
0, 849, 1
0, 776, 1
0, 719, 1
0, 681, 1
0, 631, 1
0, 603, 1
0, 585, 1
0, 569, 1
0, 531, 1
0, 470, 1
0, 436, 1
0, 405, 1
0, 383, 1
0, 381, 1
0, 351, 1
0, 305, 1
0, 292, 1
0, 263, 1
0, 219, 1
0, 183, 1
0, 157, 1
0, 137, 1
0, 129, 1
0, 128, 1
0, 129, 1
